"Nr okręgu";"Siedziba OKW";"Nr listy (po nadaniu)";"Nazwa komitetu";"Sygnatura";"Typ";"Pozycja na liście";"Nazwisko";"Imiona";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m.z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy przyznano mandat"
11;"Sieradz";8;"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY";"ZPOW-601-10/19";"Komitet wyborczy wyborców";19;"SYNCEREK";"Joanna Agnieszka";"Kobieta";"grafik komputerowy multimediów";"Wiktorów";"102009";"gm. Zgierz";"nie należy do partii politycznej";"";174;0.024223861896143672;0.0003780644404320364;"Nie"
11;"Sieradz";8;"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY";"ZPOW-601-10/19";"Komitet wyborczy wyborców";20;"SABELA";"Mariusz Tomasz";"Mężczyzna";"specjalista zastosowań informatyki";"Łódź";"106101";"m. Łódź";"nie należy do partii politycznej";"";57;0.007935403034943616;0.00012384869600359812;"Nie"
11;"Sieradz";8;"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY";"ZPOW-601-10/19";"Komitet wyborczy wyborców";21;"BARANIAK";"Monika";"Kobieta";"specjalista administracji publicznej";"Zgierz";"102003";"m. Zgierz";"nie należy do partii politycznej";"";148;0.02060420437143255;0.00032157205278127236;"Nie"
11;"Sieradz";8;"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY";"ZPOW-601-10/19";"Komitet wyborczy wyborców";22;"ROBACZYŃSKI";"Adrian Piotr";"Mężczyzna";"technik logistyk";"Łódź";"106101";"m. Łódź";"nie należy do partii politycznej";"";52;0.007239315049422247;0.00011298477530152812;"Nie"
11;"Sieradz";8;"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY";"ZPOW-601-10/19";"Komitet wyborczy wyborców";23;"GOŹDZIK";"Marcin Witold";"Mężczyzna";"psycholog";"Łódź";"106101";"m. Łódź";"nie należy do partii politycznej";"";149;0.02074342196853682;0.00032374483692168635;"Nie"
11;"Sieradz";8;"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY";"ZPOW-601-10/19";"Komitet wyborczy wyborców";24;"PLACEK-KUJAWSKA";"Beata Urszula";"Kobieta";"ekonomista";"Dąbrówka Strumiany";"102009";"gm. Zgierz";"nie należy do partii politycznej";"";555;0.07726576639287205;0.0012058951979297713;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";1;"BRYNKUS";"Józef";"Mężczyzna";"nauczyciel akademicki";"Wadowice";"121809";"gm. Wadowice";"nie należy do partii politycznej";"";8122;0.32493198911825893;0.025685137280449317;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";2;"KAŁA";"Józef";"Mężczyzna";"inżynier hutnik";"Polanka Wielka";"121307";"gm. Polanka Wielka";"członek partii politycznej: PSL";"";3904;0.15618498959833574;0.012346069433990905;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";3;"HERBUT";"Dawid Julian";"Mężczyzna";"policjant";"Kalwaria Zebrzydowska";"121803";"gm. Kalwaria Zebrzydowska";"nie należy do partii politycznej";"";1998;0.0799327892462794;0.006318505822006616;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";4;"ZAWADZKI";"Grzegorz Roman";"Mężczyzna";"górnik";"Jawiszowice";"121302";"gm. Brzeszcze";"nie należy do partii politycznej";"";668;0.026724275884141464;0.002112493437988198;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";5;"DĘBIŃSKA";"Maria";"Kobieta";"rolnik";"Juszczyn";"121506";"gm. Maków Podhalański";"nie należy do partii politycznej";"";1290;0.051608257321171386;0.004079515770965232;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";6;"GOŁĄB";"Katarzyna";"Kobieta";"nauczyciel";"Radocza";"121808";"gm. Tomice";"nie należy do partii politycznej";"";1616;0.06465034405504881;0.005110463167348694;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";7;"BOLEK";"Magdalena";"Kobieta";"inżynier energetyk";"Babice";"120302";"gm. Babice";"nie należy do partii politycznej";"";1151;0.04604736757881261;0.0036399400406054126;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";8;"BEDRA";"Renata Barbara";"Kobieta";"monter elektroniki samochodowej";"Jawiszowice";"121302";"gm. Brzeszcze";"nie należy do partii politycznej";"";342;0.013682189150264042;0.001081546041604736;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";9;"MICHALEC";"Sylwia";"Kobieta";"specjalista zarządzania kryzysowego";"Bachowice";"121806";"gm. Spytkowice";"nie należy do partii politycznej";"";800;0.032005120819331094;0.00252993226106371;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";10;"SIKORA";"Marek Andrzej";"Mężczyzna";"projektant grafiki";"Biertowice";"120907";"gm. Sułkowice";"nie należy do partii politycznej";"";668;0.026724275884141464;0.002112493437988198;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";11;"HYJEK";"Ewa Maria";"Kobieta";"pedagog";"Myślenice";"120903";"gm. Myślenice";"członek partii politycznej: PSL";"";350;0.014002240358457353;0.001106845364215373;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";12;"PAJĄK";"Dorota";"Kobieta";"ekonomista";"Ponikiew";"121809";"gm. Wadowice";"nie należy do partii politycznej";"";1073;0.04292686829892783;0.003393271645151701;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";13;"JAKUBOWSKI";"Tomasz Marek";"Mężczyzna";"nauczyciel";"Wadowice";"121809";"gm. Wadowice";"członek partii politycznej: PSL";"";452;0.01808289326292207;0.001429411727500996;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";14;"KIERPIEC";"Daniel Józef";"Mężczyzna";"prawnik";"Kęty";"121304";"gm. Kęty";"nie należy do partii politycznej";"";198;0.007921267402784446;0.0006261582346132682;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";15;"GÓRECKI";"Andrzej";"Mężczyzna";"inżynier mechanik";"Stanisław Górny";"121809";"gm. Wadowice";"członek partii politycznej: PSL";"";885;0.03540566490638502;0.002798737563801729;"Nie"
12;"Kraków";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";16;"MOTYKA";"Miłosz Maksymilian";"Mężczyzna";"inżynier ochrony środowiska";"Tokarnia";"120908";"gm. Tokarnia";"członek partii politycznej: PSL";"";1479;0.05916946711473836;0.004677212267641534;"Nie"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";1;"BOCHENEK";"Rafał Paweł";"Mężczyzna";"prawnik";"Strumiany";"121905";"gm. Wieliczka";"nie należy do partii politycznej";"";46816;0.27684410961172284;0.1480516359174483;"Tak"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";2;"POLAK";"Marek Władysław";"Mężczyzna";"parlamentarzysta";"Andrychów";"121801";"gm. Andrychów";"członek partii politycznej: Prawo i Sprawiedliwość";"";16130;0.09538396035622627;0.051009759213697055;"Tak"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";3;"BIERNAT";"Zbigniew Stanisław";"Mężczyzna";"parlamentarzysta";"Zator";"121309";"gm. Zator";"członek partii politycznej: Prawo i Sprawiedliwość";"";9125;0.05396023795725758;0.02885703985275794;"Nie"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";4;"FILIPIAK";"Ewa Maria";"Kobieta";"parlamentarzysta";"Klecza Dolna";"121809";"gm. Wadowice";"członek partii politycznej: Prawo i Sprawiedliwość";"";14010;0.08284744479793739;0.04430543872187822;"Tak"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";5;"KOZIK";"Krzysztof Janusz";"Mężczyzna";"inżynier górnik górnictwo podziemne";"Libiąż";"120304";"gm. Libiąż";"członek partii politycznej: Prawo i Sprawiedliwość";"";12460;0.07368159615862241;0.039403694966067285;"Tak"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";6;"HAJOS";"Sławomir Paweł";"Mężczyzna";"parlamentarzysta";"Zawoja";"121508";"gm. Zawoja";"członek partii politycznej: Prawo i Sprawiedliwość";"";10435;0.0617068584201625;0.03299980393024977;"Nie"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";7;"KUROWSKI";"Władysław Michał";"Mężczyzna";"wyższy urzędnik samorządowy";"Jawornik";"120903";"gm. Myślenice";"nie należy do partii politycznej";"";10525;0.06223906898631627;0.033284421309619436;"Tak"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";8;"STARZEC";"Zbigniew Władysław";"Mężczyzna";"wyższy urzędnik państwowy";"Oświęcim";"121301";"m. Oświęcim";"członek partii politycznej: Prawo i Sprawiedliwość";"";5676;0.03356474637209798;0.017949869392247023;"Nie"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";9;"GIBAS";"Iwona Józefa";"Kobieta";"specjalista do spraw zarządzania i organizacji";"Brzeszcze";"121302";"gm. Brzeszcze";"nie należy do partii politycznej";"";7961;0.04707698130166878;0.025175988412910244;"Nie"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";10;"KASPROWSKI";"Wojciech Marcin";"Mężczyzna";"politolog";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Porozumienie Jarosława Gowina";"";1194;0.0070606601776400605;0.003775923899637587;"Nie"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";11;"MAJKA";"Jolanta Maria";"Kobieta";"ogrodnik";"Zegartowice";"120905";"gm. Raciechowice";"członek partii politycznej: Prawo i Sprawiedliwość";"";4326;0.025581587879791375;0.013680608701702011;"Nie"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";12;"KACZYŃSKI";"Filip Roman";"Mężczyzna";"politolog";"Wadowice";"121809";"gm. Wadowice";"członek partii politycznej: Prawo i Sprawiedliwość";"";14731;0.08711104277790262;0.04658554017216189;"Tak"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";13;"ŚWIERKOSZ";"Grażyna";"Kobieta";"wyższy urzędnik samorządowy";"Lachowice";"121507";"gm. Stryszawa";"nie należy do partii politycznej";"";1777;0.010508201956169503;0.005619612034887766;"Nie"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";14;"KASPRZYCKA";"Stanisława Marzena";"Kobieta";"dyrektor szkoły";"Lipnik";"120909";"gm. Wiśniowa";"członek partii politycznej: Prawo i Sprawiedliwość";"";3134;0.018532754603621398;0.009911009632717084;"Nie"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";15;"TROJANOWSKA";"Grażyna";"Kobieta";"ekonomista";"Chrzanów";"120303";"gm. Chrzanów";"członek partii politycznej: Prawo i Sprawiedliwość";"";3843;0.022725391174766123;0.012153162099084796;"Nie"
12;"Kraków";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";16;"DUDA";"Roman Wincenty";"Mężczyzna";"przedsiębiorca";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";6963;0.04117535746809693;0.022019897917233265;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";1;"ŚMIAŁEK";"Ryszard Kazimierz";"Mężczyzna";"dyrektor finansowy";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Sojusz Lewicy Demokratycznej";"";10695;0.3974506670630644;0.033822031915095474;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";2;"WÓJTOWICZ";"Katarzyna Małgorzata";"Kobieta";"pedagog";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";4083;0.15173362072169164;0.01291214177740391;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";3;"ZAWADA";"Tomasz Leszek";"Mężczyzna";"programista aplikacji";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Lewica Razem";"";1517;0.05637519045672452;0.00479738405004206;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";4;"BROŻEK";"Dominika Maria";"Kobieta";"grafik";"Chrzanów";"120303";"gm. Chrzanów";"nie należy do partii politycznej";"";2225;0.08268609015570999;0.0070363741010834435;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";5;"JEZIERSKI";"Paweł Stanisław";"Mężczyzna";"politolog";"Zaborze";"121306";"gm. Oświęcim";"nie należy do partii politycznej";"";2122;0.07885837452153555;0.006710645322471491;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";6;"KOWALÓWKA";"Michał Grzegorz";"Mężczyzna";"dyrektor marketingu";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Lewica Razem";"";550;0.0204392582407373;0.0017393284294813006;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";7;"RAUCH";"Jan Zbigniew";"Mężczyzna";"lekarz dentysta";"Wadowice";"121809";"gm. Wadowice";"członek partii politycznej: Sojusz Lewicy Demokratycznej";"";971;0.03608458136682894;0.003070705281866078;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";8;"STASIK";"Iwona Ewa";"Kobieta";"pracownik ds. produktów finansowych";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Razem";"";602;0.022371697201679735;0.0019037740264504419;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";9;"FILIPEK";"Magdalena";"Kobieta";"instruktor nauki jazdy";"Kwaczała";"120301";"gm. Alwernia";"członek partii politycznej: Twój Ruch";"";843;0.03132780853989372;0.0026659161200958846;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";10;"KUC";"Maria Teresa";"Kobieta";"Pedagog";"Chrzanów";"120303";"gm. Chrzanów";"nie należy do partii politycznej";"";522;0.01939871418484522;0.0016507808003440709;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";11;"JANUSZYK";"Władysław";"Mężczyzna";"politolog";"Oświęcim";"121301";"m. Oświęcim";"członek partii politycznej: Sojusz Lewicy Demokratycznej";"";370;0.013750046452859639;0.001170093670741966;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";12;"LEGOŃ";"Natalia Joanna";"Kobieta";"menadżer zawartości serwisów internetowych";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Lewica Razem";"";303;0.01126017317626073;0.0009582118438778802;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";13;"GUGULSKI";"Jarosław Marek";"Mężczyzna";"nauczyciel";"Kęty";"121304";"gm. Kęty";"członek partii politycznej: Sojusz Lewicy Demokratycznej";"";473;0.017577762087034078;0.0014958224493539186;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";14;"TYMAN";"Agnieszka";"Kobieta";"kucharz";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Lewica Razem";"";352;0.013081125274071872;0.0011131701948680324;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";15;"KAJDAS";"Dorota Ewa";"Kobieta";"nauczyciel";"Oświęcim";"121301";"m. Oświęcim";"nie należy do partii politycznej";"";725;0.026942658590062805;0.002292751111588987;"Nie"
12;"Kraków";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";16;"JAGLARZ";"Jakub Jerzy";"Mężczyzna";"kierowca samochodu dostawczego";"Wadowice";"121809";"gm. Wadowice";"członek partii politycznej: Sojusz Lewicy Demokratycznej";"";556;0.02066223196699989;0.0017583029214392784;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";1;"WILCZYŃSKI";"Bartosz";"Mężczyzna";"inżynier automatyki i robotyki";"Kraków";"126101";"m. Kraków";"członek partii politycznej: Ruch Narodowy";"";11709;0.5242679323005284;0.037028721055993724;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";2;"KRAWCZYK";"Emil Piotr";"Mężczyzna";"inżynier budownictwa";"Trzebinia";"120305";"gm. Trzebinia";"członek partii politycznej: Korwin";"";2614;0.1170412823497806;0.008266553663025672;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";3;"CHMIEL";"Dariusz Bogdan";"Mężczyzna";"technik telekomunikacji";"Wadowice";"121809";"gm. Wadowice";"członek partii politycznej: Liga Polskich Rodzin";"";1239;0.05547595594161368;0.0039182325893224205;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";4;"KUMANEK";"Grzegorz Jan";"Mężczyzna";"przedstawiciel handlowy";"Luszowice";"120303";"gm. Chrzanów";"członek partii politycznej: Korwin";"";550;0.02462613056326677;0.0017393284294813006;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";5;"BAJER";"Marcin Jakub";"Mężczyzna";"informatyk";"Skrzynka";"120901";"gm. Dobczyce";"nie należy do partii politycznej";"";1113;0.049834333303483476;0.0035197682582048867;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";6;"CURZYDŁO";"Jerzy";"Mężczyzna";"magazynier";"Kossowa";"121802";"gm. Brzeźnica";"członek partii politycznej: Ruch Narodowy";"";452;0.020238201844721054;0.001429411727500996;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";7;"SALAWA";"Marta";"Kobieta";"technik administracji";"Świątniki Górne";"120614";"gm. Świątniki Górne";"nie należy do partii politycznej";"";1006;0.04504343153935703;0.0031813898182876154;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";8;"CZACHUR";"Adam Aleksander";"Mężczyzna";"technik mechanik";"Libiąż";"120304";"gm. Libiąż";"członek partii politycznej: Korwin";"";366;0.016387570520282977;0.0011574440094366473;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";9;"SIŁUSZYK";"Sylwia Małgorzata";"Kobieta";"nauczycielka";"Myślenice";"120903";"gm. Myślenice";"nie należy do partii politycznej";"";466;0.020865048804513297;0.0014736855420696112;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";10;"URBAŃSKA";"Anna Katarzyna";"Kobieta";"technik administracji";"Grzechynia";"121506";"gm. Maków Podhalański";"nie należy do partii politycznej";"";639;0.028611086236231754;0.002020783393524638;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";11;"MREŃCA";"Tomasz";"Mężczyzna";"magazynier";"Inwałd";"121801";"gm. Andrychów";"członek partii politycznej: Ruch Narodowy";"";306;0.013701083549744784;0.000967699089856869;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";12;"BANET";"Piotr Paweł";"Mężczyzna";"przedsiębiorca";"Bielsko-Biała";"246101";"m. Bielsko-Biała";"członek partii politycznej: Korwin";"";306;0.013701083549744784;0.000967699089856869;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";13;"SKWARCZYŃSKA";"Katarzyna Anna";"Kobieta";"technik optyk";"Alwernia";"120301";"gm. Alwernia";"nie należy do partii politycznej";"";380;0.017014417480075223;0.0012017178240052622;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";14;"JASTRZĘBSKA";"Sylwia Jolanta";"Kobieta";"sprzedawca";"Kraków";"126101";"m. Kraków";"nie należy do partii politycznej";"";305;0.01365630876690248;0.0009645366745305395;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";15;"ZASŁONA-POLAK";"Katarzyna";"Kobieta";"kelner";"Trzebinia";"120305";"gm. Trzebinia";"nie należy do partii politycznej";"";291;0.013029461807110235;0.0009202628599619245;"Nie"
12;"Kraków";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";16;"KŁECZEK";"Tomasz";"Mężczyzna";"mechanik maszyn i urządzeń";"Trzebinia";"120305";"gm. Trzebinia";"członek partii politycznej: Ruch Narodowy";"";592;0.026506671442643504;0.0018721498731871455;"Nie"
12;"Kraków";5;"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ZPOW-601-6/19";"Koalicyjny komitet wyborczy";1;"NIEDZIELA";"Dorota";"Kobieta";"lekarz weterynarii";"Kęty";"121304";"gm. Kęty";"członek partii politycznej: Platforma Obywatelska RP";"";22013;0.3020900520111433;0.06961424857849431;"Tak"
12;"Kraków";5;"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ZPOW-601-6/19";"Koalicyjny komitet wyborczy";2;"SOWA";"Marek Jan";"Mężczyzna";"ekonomista";"Bobrek";"121303";"gm. Chełmek";"członek partii politycznej: Platforma Obywatelska RP";"";18597;0.2552114067710549;0.05881143782375227;"Tak"
12;"Kraków";5;"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ZPOW-601-6/19";"Koalicyjny komitet wyborczy";3;"POTOCKI";"Adam Kajetan";"Mężczyzna";"prawnik";"Chrzanów";"120303";"gm. Chrzanów";"członek partii politycznej: Platforma Obywatelska RP";"";9820;0.1347623818084508;0.03105491850455704;"Nie"
