user,artist,sex,country
74,sirenia,m,Spain
74,she wants revenge,m,Spain
74,nightwish,m,Spain
74,lagwagon,m,Spain
74,the strokes,m,Spain
74,muse,m,Spain
74,korpiklaani,m,Spain
75,rise against,m,Germany
75,linkin park,m,Germany
75,benny benassi,m,Germany
75,paramore,m,Germany
75,muse,m,Germany
75,alexisonfire,m,Germany
75,scooter,m,Germany
75,caliban,m,Germany
75,clueso,m,Germany
75,breaking benjamin,m,Germany
75,depeche mode,m,Germany
